Date,ADM,CONAGRA,CPB,GMILLS,HORMEL,SMUCKER,MKC,HSY,TYSONS,FMC,MOSAIC,SYSCO,ALICO,INGREDION,ANDERSONS,BUNGE,ALTRIA,SSTA
7/28/1997,17.580368,27.213036,51.375,17.515625,3.5625,23,13.125,27.3125,20.9375,18.728317,32.25,9.42188,20.875,,2.8281,,45,1.9
08-04-97,17.82522,26.045719,48.6875,17.25,3.609375,22.625,12.4375,26.25,19.9375,18.823179,33.25,8.98438,21.25,,2.833333,,44.625,1.8
08-11-97,17.122496,25.413424,47.875,16.796875,3.507813,23.375,11.8125,26.90625,20.75,18.294666,34.875,8.65625,20.5,,2.791667,,45.125,2
8/18/1997,17.996616,24.951363,48.125,16.515625,3.601563,24.625,11.9375,28.0625,20.75,18.091393,35.4375,9.23438,24.25,,2.854167,,44.3125,2.1
8/25/1997,17.790941,25.072958,46.375,16.0625,3.71875,26.375,11.8125,26.6875,21.25,18.010082,35.1875,8.875,24,,2.916667,,43.6875,2
09-01-97,17.84236,26.07004,50.125,16.515625,3.71875,26.375,11.84375,26.90625,22.9375,18.037186,37,8.6875,24.5,,2.916667,,44.375,2.1
09-08-97,19.333508,26.750973,49.0625,16.609375,3.679688,26.125,11.84375,27.46875,23,17.888119,35.4375,9.01562,25.25,,3,,42.625,2.2
9/15/1997,19.590603,27.018482,49.0625,16.890625,3.890625,27.375,12.28125,28.875,23.5625,19.473656,36.75,9.10938,25.375,,3.083333,,41.25,2.2
9/22/1997,19.590603,26.264591,49.8125,16.9375,3.960938,27.5,12.4375,28.21875,23.1875,19.134865,35.875,9,25,,3.166667,,41.375,2.2
9/29/1997,19.642021,25.972763,50.375,17.515625,4.03125,29.375,12.75,28.0625,23.3125,19.243279,35.75,9.48438,25,,3,,43.0625,2.4
10-06-97,19.642021,25.048637,52.5,17.25,3.96875,27.75,12.1875,27.5,23.125,18.918039,36.75,9.51562,25,,3.083333,,41.625,2.6
10/13/1997,19.179251,25.389105,52.875,17.3125,3.875,25.25,12.46875,27.125,21.5625,18.104944,36.5,9.67188,24.375,,3.125,,40.625,2.5
10/20/1997,19.127832,25.535019,54.375,17.140625,3.648438,26.25,12.4375,27.4375,20.5625,18.037186,35.6875,9.8125,24.6875,,3.166667,,39.5625,2.6
10/27/1997,18.30513,24.027237,51.5625,16.5,3.757813,27.25,12.5,27.625,18.875,17.522224,33.6875,10,24.25,,3.125,,39.625,2.6
11-03-97,18.356548,25.826849,52.75,16.921875,3.6875,26.5,12.875,27.375,18.3125,17.318951,33.9375,10,23.875,,3.041667,,41.3125,2.6
11-10-97,17.688103,26.896887,52.8125,18.4375,3.828125,26.5,12.6875,27.78125,18.375,16.261925,34,10.21875,24.0625,,3.041667,,41.4375,2.7
11/17/1997,17.996616,28.988327,55,18.453125,3.851563,25,13.53125,30.875,18.4375,16.289028,33.6875,11.09375,24.625,,3.041667,,42.625,2.7
11/24/1997,17.585266,28.015564,56,18.5,3.8125,24.75,13.25,30.6875,18.125,15.841825,31.5,11.14062,24.3125,,3.083333,,43.5,2.8
12-01-97,17.585266,28.93969,56.875,19.046875,3.742188,24.5,13.75,30.625,19.4375,15.706309,32.8125,11.09375,24.125,,3.083333,,45.4375,2.6
12-08-97,16.968239,28.988327,57,19.03125,3.71875,24.875,13.5625,31.375,20,13.931049,30.375,11.03125,24,14.6875,3.041667,,45.0625,2.7
12/15/1997,17.739523,27.480545,56.1875,18.09375,3.796875,24.125,13.84375,30,20,13.809085,31.625,11.625,23.8125,15.4375,3.041667,,44.6875,2.7
12/22/1997,17.276752,25.194553,57.5,17.71875,3.90625,24.375,14.0625,30.1875,19.875,14.18853,32.5625,11.20312,23.5,16,2.958333,,43.875,2.7
12/29/1997,17.84236,25.826849,59.375,18.078125,4.117188,24.125,14.1875,30.8125,20.8125,14.676388,33.5,11.17188,23.25,15,2.958333,,45.3125,2.7
01-05-98,17.996616,23.9786,53,17.4375,3.914063,24.125,14.1875,30.21875,20.0625,13.578708,29.6875,11.0625,20.25,13.875,2.958333,,45,2.6
01-12-98,18.048035,25.194553,54.9375,18.15625,4.007813,24.75,14.875,30.75,18.3125,13.876843,31.0625,11.34375,21.4375,15.75,2.791667,,45.3125,2.5
1/19/1998,18.150873,24.513618,54.1875,18.359375,4.054688,24,14.28125,30.0625,19.5,13.958153,30.5625,11.5,22,16.03125,2.791667,,42.6875,2.4
1/26/1998,17.328171,24.708172,53.5,18.609375,4.15625,25.625,14.59375,31.84375,18.0625,14.581527,32.25,11.1875,22,16,2.791667,,41.5,2.4
02-02-98,18.150873,25.243191,55.875,18.109375,4.296875,26.25,14.8125,32,19.3125,15.137142,33.8125,11.79688,21.75,16.875,2.958333,,44.3125,2.5
02-09-98,18.459387,24.902723,55.1875,18.546875,4.515625,26.125,14.75,31.625,18.6875,15.408175,35,11.89062,21.625,17.125,3.041667,,41.875,2.3
2/16/1998,18.510805,22.178988,56.625,18.3125,4.421875,28,14.3125,32.71875,18.875,15.394623,37.0625,12,21.6875,17.25,2.958333,,41.8125,1.9
2/23/1998,18.459387,23.346304,58.0625,17.984375,4.640625,26.625,14.34375,33.34375,19.5,15.692758,38.1875,11.76562,21.25,16.625,2.958333,,43.5,1.7
03-02-98,19.024994,23.686769,58.875,17.890625,4.671875,26.125,14.78125,35.375,19.875,15.516587,36.875,12.35938,21.125,16.8125,2.958333,,44.6875,1.5
03-09-98,19.333508,25.243191,59.875,18.09375,4.773438,27.75,15.04685,35.46875,19.875,15.78762,37.1875,12.34375,20.875,16.25,2.958333,,43.5,1.6
3/16/1998,18.048035,24.319067,61.8125,18.9375,4.734375,26.5,16.09375,36.4375,20.0625,16.234821,36.9375,12.92188,20.875,15.875,3,,43.0625,1.4
3/23/1998,17.790941,24.951363,59.4375,18.734375,4.5625,25.875,15.59375,35.71875,19.3125,16.898851,38.5,13.25,22.25,17.625,3.083333,,42.625,1.5
3/30/1998,18.407969,24.513618,54.6875,18.75,4.429688,26.625,16.21875,37.4375,19.9375,17.64419,38.375,12.96875,21.5,19.25,3.041667,,40,1.2
04-06-98,17.739523,23.881323,52.8125,18.625,4.335938,25.125,17,38.03125,20.375,17.196985,37.5,12.4375,21.25,18.1875,3.041667,,40.4375,1
4/13/1998,18.202291,23.540855,52.5,18.03125,4.25,24.5,16.75,37.46875,19.875,17.291847,37.25,11.84375,20.375,18.875,2.979167,,39.8125,0.6
4/20/1998,17.790941,22.616732,49.875,17.296875,4.117188,24,16.15625,34.46875,19.125,16.709127,36,11.375,21.5,17.3125,3.208333,,38.125,0.7
4/27/1998,17.533846,22.762646,52,17,4.195313,24.5,17,36.53125,19.0625,16.763334,36.125,12.09375,21.75,17.6875,3.333333,,37.625,0.8
05-04-98,17.225332,22.811283,54.4375,17.125,4.046875,25.25,17.0625,35.5625,19.875,16.695578,34.5625,12.34375,21.5,17.625,3.5,,38.625,1.3
05-11-98,16.45405,23.20039,53.5625,16.921875,4.296875,24.875,16.65625,34.90625,20.6875,16.573612,34.5,11.6875,21.125,17,3.4375,,35.25,0.9
5/18/1998,16.042698,23.540855,55.5625,17.375,4.265625,24.625,16.875,35.15625,21,16.30258,33.25,11.5625,20.875,17.4375,3.5,,37.3125,0.5
5/25/1998,15.579928,22.762646,54.5,17.0625,4.203125,23.75,16.75,34.5625,21.125,16.573612,32.5,11.65625,20.75,17.125,3.395833,,37.375,0.1
06-01-98,17.482428,23.638132,57,17.71875,4.226563,24,16.78125,36.1875,22.3125,16.47875,32.125,12.34375,20.375,16.25,3.416667,,38.625,-0.6
06-08-98,16.505468,24.756809,55.625,17.625,4.4375,23.375,16,34.53125,24.125,15.611448,30.875,12.53125,20,16.1875,3.5,,37.3125,-0.8
6/15/1998,16.813982,24.805447,53.75,17.53125,4.273438,23.625,16.75,35.84375,22.875,14.988074,30.875,12.75,20,16.625,3.416667,,38.6875,-1
6/22/1998,16.248373,24.562256,54.5,17.5625,4.34375,24.75,17.5,35.75,22.5625,14.906765,29.875,12.75,19.75,16.875,3.5,,39.625,-1.1
6/29/1998,15.99128,22.568094,52.5,16.984375,4.304688,25,18.03125,35.21875,23.1875,14.852558,30.1875,12.8125,20.75,16.6875,3.541667,,40.125,-1.1
07-06-98,14.962901,20.136187,53.75,17.265625,4.226563,24.75,17.625,32.5,24.375,14.540872,29.25,12.625,19.875,16.25,3.5,,40,-1.2
7/13/1998,14.500131,20.768482,54.8125,16.65625,4.554688,24.625,17.78125,32.875,23.875,13.998808,27.875,12.75,19.375,15.90625,3.5,,39.5,-1.4
7/20/1998,14.191618,20.719845,53.875,16.0625,4.414063,23.875,17.5,32.4375,22.625,13.890394,25.4375,12.625,19.5,15.28125,3.614567,,41.4375,-1.4
7/27/1998,14.088779,20.136187,54,15.484375,4.054688,23.75,16.21875,31.5625,21.625,13.84974,25.5625,11.875,19.75,14.875,3.645833,,43.8125,-1.4
08-03-98,13.677428,18.287937,50.3125,15.53125,3.796875,24.5,16.15625,31.0625,22.3125,13.646465,24.875,11.5625,18.75,14.21875,3.666667,,43,-1.4
08-10-98,13.985942,18.871595,50.0625,15.140625,3.664063,23.75,16.375,30.78125,21.875,12.033825,22.25,11.1875,18.25,13.375,3.458333,,42.25,-1.4
8/17/1998,14.253321,18.287937,52.125,15.75,3.625,23.875,15.84375,32.09375,20.5,12.616544,19.125,11.0625,18.1875,12.3125,3.604167,,43.75,-1.6
8/24/1998,13.497462,19.066149,52.5625,16.515625,3.585938,22.375,15,34.71875,17.625,11.573071,18.1875,10.375,17.75,12.0625,3.5,,42.8125,-1.2
8/31/1998,12.957564,20.963036,47.75,16.296875,3.5,22,14.125,32.90625,19,11.49176,20.8125,11.09375,16.75,12.6875,3.416667,,42,-1.2
09-07-98,14.037361,21.011673,50.4375,16.359375,3.539063,22.75,14.40625,33.1875,19.0625,11.600173,21.1875,11.6875,16.25,13.09375,3.5,,43,-0.8
9/14/1998,13.767412,21.984436,51,17.390625,3.367188,22.875,14.09375,32.5,20.75,11.437554,19.875,11.75,16.5,12.75,3.541667,,46.25,-1
9/21/1998,14.52327,21.838522,50.0625,17.78125,3.289063,22.5,13.9375,33.5625,19.375,11.180074,19.375,11.96875,16.875,12.46875,3.583333,,45.9375,-1.2
9/28/1998,14.739229,21.643969,52.5625,17.71875,3.539063,22,14.5,35.09375,21.0625,10.89549,19.0625,12.09375,16.7812,11.875,3.5,,47.125,-1.6
10-05-98,14.253321,23.054474,56.5,17.484375,3.820313,21.375,14.8125,36.875,20.4375,10.665112,18.9375,12.46875,16.375,11.75,3.25,,47.5625,-1.4
10-12-98,14.52327,23.92996,57,17.25,3.898438,20.75,15.09375,36.0625,22,10.841284,20.375,12.75,16.75,12.03125,3.354167,,48,-1.3
10/19/1998,14.955189,23.735409,56.25,17.890625,3.984375,22,13.96875,36.8125,22.9375,10.936145,23.4375,13.21875,16.5,12.96875,3.458333,,50,-1.4
10/26/1998,14.41529,23.832685,53.3125,18.375,4.070313,22,15.53125,33.90625,23,11.071661,26,13.5,17.125,14.25,3.5,,51.125,-1.2
11-02-98,14.901198,24.464981,55.875,18.578125,4.101563,24.5,15.96875,33.5,24.4375,12.060928,26.5,13.75,17.125,14.5625,3.645833,,53,-1.5
11-09-98,14.253321,24.902723,54.375,18.1875,4.148438,22.875,16.96875,32.90625,22.5625,12.792715,25.875,13.09375,16.875,14.4375,3.625,,54.0625,-1.5
11/16/1998,15.009178,25,57.5,18.265625,3.929688,24,16.75,34.09375,21,12.75206,26.125,13.875,17.25,14.4375,3.833333,,55.75,-1.4
11/23/1998,15.657057,24.902723,58.25,18.75,3.90625,23.375,16.71875,34.375,22.1875,12.901128,23.8125,14.15625,17.375,13.875,3.666667,,58.125,-1.5
11/30/1998,15.117158,25.097277,57.75,19.46875,3.914063,23.75,16.65625,33.5,21.6875,12.33196,21.625,13.71875,17.375,14.5,3.770833,,55.5625,-1.5
12-07-98,14.52327,24.319067,55.75,18.5,3.867188,23.375,16.1875,31.8125,21.5625,12.020273,20.4375,13.1875,17.375,13.9375,3.776033,,52.875,-1.8
12/14/1998,13.659432,23.20039,55.9375,18.65625,3.945313,22.875,16.90625,30.6875,19.5625,11.803448,19.3125,13.75,18.4375,14.28125,3.833333,,52,-1.8
12/21/1998,15.063169,24.22179,56.125,19.25,3.992188,22.75,16.75,32.125,20.6875,11.925412,19.625,14.0625,18,14.46875,3.833333,,54.9375,-1.9
12/28/1998,14.793219,24.513618,55,19.4375,4.09375,24.75,16.90625,31.09375,21.25,12.142238,21.375,13.71875,18,15.1875,3.854167,,53.5,-1.9
01-04-99,14.3613,26.653696,52.25,20.34375,4.132813,25,16.65625,31.5,21.5,12.643647,20.625,14.21875,17.9375,14.96875,3.833333,,54.625,-1.9
01-11-99,14.253321,25.729572,45.125,20.6875,4.109375,25,15.8125,30.625,20,12.440372,20.9375,13.34375,18,13.5625,4,,52.25,-1.6
1/18/1999,13.443473,25,44.3125,19.859375,3.953125,25.125,14.8125,29.5,20.5,11.708587,19.8125,12.84375,17.75,13.34375,4,,46.375,-1.6
1/25/1999,13.065544,25.291828,46.9375,20.984375,4.398438,25,14.75,28.125,20.9375,11.722137,18.1875,13.625,18.375,13.28125,4.0625,,46.875,-1.6
02-01-99,13.821402,24.610895,43.375,20.34375,4.484375,24.375,15.0625,28.46875,21.25,12.033825,20.8125,13.3125,17,12.3125,4.0625,,46.125,-1.5
02-08-99,13.389482,23.881323,40.25,20.515625,4.585938,24.375,14.34375,29.75,20.4375,11.613725,20,13.03125,16.25,12.1875,4.083333,,40.4375,-1.5
2/15/1999,13.821402,24.319067,41.625,20.65625,4.617188,23.5,14.53125,31.5,20,11.667932,19.25,13.5,16.5,12.1875,4.104167,,39.9375,-1.3
2/22/1999,13.065544,23.394941,40.1875,20.15625,4.5,23.75,14.3125,31.125,20.5,11.098764,19.9375,14.125,16.5,11.6875,4.104167,,39.125,-1.2
03-01-99,13.119534,23.735409,42,20.21875,4.5625,22.625,14,30,20.9375,10.9768,19,14.1875,15.8125,11.5625,4.166667,,40,-0.9
03-08-99,13.065544,23.92996,43,19.640625,4.476563,22.125,14.03125,30.75,20.25,10.922593,19.75,14.125,16,11.5,4.0625,,39.3125,-1
3/15/1999,12.957564,23.346304,42.375,18.5,4.375,22.75,14.625,28.15625,20.125,10.583803,20.625,13.75,15.75,11.71875,4.083333,,40.875,-1
3/22/1999,12.579635,20.525291,41,18.578125,4.375,22.875,14.875,28.40625,18.5625,10.516046,20.375,13.71875,15.375,11.8125,4,,40.0625,-0.9
3/29/1999,12.471655,19.601168,41.6875,19.03125,4.460938,21.75,14.53125,27.875,20,10.81418,20.0625,13.59375,15.125,12,4.0625,,34.5625,-1
04-05-99,12.201706,18.677042,39.5625,18.953125,4.390625,21.5,14.8125,25.875,20,11.058109,19.625,13.375,14.375,12.21875,4.020833,,34.9375,-0.9
04-12-99,12.957564,19.017509,41.4375,19.796875,4.46875,21.625,14.46875,27.15625,20,13.416088,22.0625,14.28125,14.375,14.25,4.0625,,34.75,-0.9
4/19/1999,12.957564,19.357977,42.75,19.875,4.617188,21.5,14.625,27.3125,19.875,14.3647,23.625,14.40625,14.875,14.65625,4,,35.125,-0.8
4/26/1999,12.957564,19.357977,40.75,18.28125,4.59375,21.5,15.15625,26.3125,20.6875,14.093669,25,14.84375,16.25,14.4375,4.125,,35.0625,-0.8
05-03-99,14.091351,19.455254,40.5,18.78125,4.804688,22,15.25,27.71875,20.5625,16.112858,25.75,15.5,15.5,14.84375,4.333333,,37,-0.8
05-10-99,13.929381,21.546692,41.875,19.5,4.921875,21.25,15.1875,28.4375,21.25,14.86611,23.5,15.15625,15.375,15.28125,4.3854,,39,-0.7
5/17/1999,13.497462,21.011673,42.9375,19.421875,4.90625,21,15,28.34375,22.9375,15.137142,23.125,15.03125,15.5625,15.0625,4.291667,,39.875,-0.9
5/24/1999,12.957564,20.282101,44.25,20.09375,4.953125,20.625,15.1875,27.125,23,14.35115,20.9375,14.84375,15.875,14.75,4.291667,,38.5625,-0.9
5/31/1999,13.065544,20.768482,45,20.125,4.945313,22,15.34375,27.625,22.75,14.744145,20.125,15.25,16,15.09375,4.333333,,39.625,-1.1
06-07-99,13.227513,20.136187,43.625,19.9375,4.921875,22.125,15.15625,26.9375,23.0625,14.689939,20.0625,15.25,15.75,15.21875,4.25,,42.0312,-1.1
6/14/1999,13.335493,20.622568,44.6875,19.890625,4.921875,22.625,15.90625,28.15625,22.125,15.150694,19.4375,15.53125,15.4375,15.25,4.229167,,42.25,-1.1
6/21/1999,13.011554,19.747082,42.125,20,4.875,22.375,15.9375,27.9375,21.875,14.147875,18.375,15,15.625,15.1875,4.229167,,41.1875,-1
6/28/1999,12.957564,21.35214,43.9375,20.28125,4.796875,22.375,16.3125,29.34375,22.625,14.798352,17.625,15.375,15.375,15.03125,4.291667,,41,-0.8
07-05-99,13.011554,21.35214,43,20.59375,4.953125,23.125,16.375,29.40625,22.5,15.137142,17,15.25,15.625,15.4375,3.916667,,38.75,-0.7
07-12-99,12.525645,21.741245,43.25,21.03125,5.054688,24.125,17.21875,29.25,22.3125,15.042281,17.5,15.78125,15.5,16.5,3.770833,,38.25,-0.8
7/19/1999,12.309686,21.10895,43.9375,21.0625,4.867188,25.375,16.4375,29.03125,22.1875,14.703491,16.875,15.625,15.625,15.9375,3.833333,,38.125,-0.9
7/26/1999,12.039737,19.892996,44,20.703125,4.929688,24.125,16.53125,29,18.6875,15.12359,18.25,16.34375,16.5,15.75,3.791667,,37.25,-1
08-02-99,12.255696,19.503891,43.75,20.5,4.84375,23.75,16.40625,28.59375,17.6875,14.960972,19.9375,15.5,17.5,16.09375,3.708333,,35.625,-1
08-09-99,12.471655,19.455254,44.3125,20.828125,4.820313,24,16.125,28.34375,17.25,14.906765,19.1875,15.625,17,16.53125,3.604167,,35.375,-1.3
8/16/1999,12.358276,19.2607,44.3125,20.796875,4.9375,23.5,16.34375,27.5,16.9375,14.378252,18.8125,15.59375,16.625,15.90625,3.666667,,37.5,-1.4
8/23/1999,12.018141,19.066149,45.0625,21.46875,4.953125,23.5,16.1875,27.0625,16.6875,12.901128,17.5,16.5625,16.5,15.65625,3.604167,,37.5625,-1.3
8/30/1999,11.904762,19.455254,43.8125,21.28125,5.140625,23.25,16.25,26.5,16,13.280573,16.1875,16.59375,15.9375,17.625,3.375,,39.25,-1.4
09-06-99,11.961452,19.017509,41.0625,20.828125,5.148438,23,16.03125,25.90625,15.75,12.088031,16,16.78125,16.3125,16.9375,3,,38,-1.1
9/13/1999,11.564626,19.357977,41.6875,20.75,5.171875,22.5,16.6875,26.3125,16.3125,11.139419,16.4375,16.75,15.125,15.9375,3.125,,35.9375,-1
9/20/1999,10.941043,18.190662,41.375,20.546875,5.125,22.25,16.40625,25.75,15.5,10.041739,15.375,16.78125,14.875,15.5625,2.979167,,34.3125,-0.9
9/27/1999,11.054421,17.120623,38.875,20.1875,5.21875,21.25,16.28125,24.125,16.375,10.109497,14.0625,17.15625,14.75,14.90625,2.875,,34,-0.8
10-04-99,11.337869,17.898832,42.3125,20.921875,5.414063,21.5,16.625,25.5,16,9.79781,14.8125,17.21875,15.125,14.6875,2.979167,,34.375,-1
10-11-99,10.600907,17.266537,40.125,20.078125,5.367188,19.75,16.25,23.8125,15.75,8.70013,13.8125,16.34375,14.6875,15.0625,2.958333,,30.5625,-0.9
10/18/1999,10.941043,19.066149,42.5625,21.1875,5.5,19.75,16.6875,24.84375,15.875,8.889853,13.1875,17.96875,15,16.46875,2.9375,,24.75,-1
10/25/1999,11.111111,20.282101,45,21.796875,5.390625,19.875,15.6875,25.25,15.25,8.822095,12.75,19.21875,15.375,16.28125,2.645833,,26.375,-1.3
11-01-99,10.600907,18.871595,44.8125,20.671875,5.445313,20.875,16.71875,25.125,16.6875,9.662294,13.875,19.5625,14.625,16.875,2.75,,25.4375,-1.3
11-08-99,11.507936,19.017509,44.8125,20.4375,5.203125,21.125,16.3125,24.46875,17.4375,10.001084,14.5625,19.21875,14.75,16.09375,2.833333,,25.125,-1.3
11/15/1999,12.471655,19.892996,45.875,19.59375,5.179688,20.25,16.53125,25,17.5625,10.245013,15.6875,20.03125,16,16.28125,2.708333,,25.625,-1.5
11/22/1999,11.507936,18.579767,45.125,18.9375,5.320313,20.25,15.9375,24.90625,17.625,10.204358,16,19.25,16,15.8125,2.625,,26.3125,-1.9
11/29/1999,11.281179,18.336576,45.4375,18.96875,5.453125,19.75,16.375,26.65625,17.3125,10.624458,15.8125,19.28125,15.625,16.28125,2.708333,,26.375,-1.7
12-06-99,11.791383,17.120623,41.1875,17.40625,5.296875,19.5,15.34375,25.5,17,10.231462,14.875,19,16.125,16.59375,2.75,,25.6875,-1.4
12/13/1999,11.337869,16.43969,39,16.84375,5.125,20.125,14.5,24.15625,16.6875,11.464658,15.9375,18.71875,16.75,16.09375,2.666667,,22.75,-1.7
12/20/1999,11.054421,16.682878,39.3125,16.9375,5.148438,19.25,14.34375,24.71875,16.9375,11.762793,15.5,17.96875,17.25,16.53125,2.666667,,23.4375,-1.6
12/27/1999,10.997732,17.655642,38.6875,17.875,5.078125,19.5,14.875,23.71875,16.25,12.426822,16.375,19.78125,16.75,16.375,2.75,,23,-1.9
01-03-00,10.827664,18.044746,37,16.8125,5.171875,19.25,14.03125,23.0625,16.9375,11.966066,17.5,19.4375,16.5,15.59375,2.604167,,23.6875,-2
01-10-00,11.337869,17.412451,35.3125,16.34375,5.0625,19.25,13.75,21.28125,16.3125,12.92823,18.125,19.6875,16,15.1875,2.625,,24.25,-1.9
1/17/2000,11.791383,17.996109,33.0625,15.75,4.929688,19.125,12.5,20.625,15.4375,11.966066,17.1875,17.75,16.375,12,2.541667,,22,-1.8
1/24/2000,10.714286,16.099222,29.5625,15.125,4.796875,18.125,12.9375,18.875,14.25,11.627276,16.875,17.03125,15.5,11.5,2.520833,,20.75,-2
1/31/2000,10.657597,16.342413,28.1875,15.1875,4.734375,17.75,13.625,20.75,13,11.396899,16.375,16.875,16.375,11.65625,2.583333,,20.625,-1.9
02-07-00,9.920635,14.688716,25.8125,15.21875,4.484375,17.375,13.5625,21.375,11.25,10.678664,15,16.40625,16.9375,11.6875,2.5,,19.0625,-1.6
2/14/2000,10.374149,13.910506,29.25,16.03125,4.5,17.25,13.75,22.5625,10.6875,10.665112,15,17,17.25,11.5,2.541667,,19.625,-1.4
2/21/2000,9.693877,12.548638,27.75,16.5,4.34375,17,13.15625,22.5625,10.9375,10.123049,14.75,15.90625,17,11.9375,2.583333,,19.625,-1.6
2/28/2000,9.410431,12.645914,29,16.1875,3.796875,17,13.21875,21.5625,10.4375,10.678664,13.875,15.9375,16.75,11.75,2.5,,20.3125,-1.5
03-06-00,8.730159,12.159534,28.9375,15.6875,3.65625,16.625,13.21875,20,9.375,10.434735,12.9375,14.40625,16.25,11.6875,2.520833,,19.0625,-1.4
3/13/2000,9.580499,13.229572,31.875,17.25,3.75,16.375,15.09375,23.0625,9.75,11.437554,14.9375,17.03125,16,12.53125,2.458333,,20.25,-1.2
3/20/2000,9.297052,12.791829,30.5,17.125,3.65625,15.125,14.875,22,10.625,11.600173,15.1875,17.15625,16,11.9375,2.427067,,19.8125,-1.1
3/27/2000,9.353742,14.105059,30.75,18.09375,4.109375,18,16.125,24.375,11.125,12.25065,14.6875,18.0625,16.25,12.03125,2.333333,,20.75,-0.7
04-03-00,9.523809,14.591439,28.125,17.6875,3.875,17,16.9375,23.09375,10.125,12.521683,13.75,18.875,16.4375,11.59375,2.395833,,22.5,-0.6
04-10-00,9.410431,14.931907,29.25,18.09375,3.96875,16,16.90625,23.53125,10.125,12.41327,13.625,17.6875,15.75,11.40625,2.5,,21.125,-0.8
4/17/2000,8.843537,14.737354,28.0625,18.09375,3.953125,16,16.59375,23.84375,10.4375,12.508131,14.25,18,17.25,11.625,2.395833,,21.375,-0.8
4/24/2000,9.013605,14.688716,26,18.1875,3.8125,16,15.59375,22.75,10.4375,12.616544,15.4375,18.8125,16.5,12,2.489567,,21.875,-0.7
05-01-00,9.126985,16.001945,28.375,19.03125,3.8125,16.625,16.9375,23.1875,10.375,12.61314,16.6875,19.21875,16.5,12.03125,2.479167,,23.5,-0.7
05-08-00,9.46712,16.877432,29.125,19.21875,4.140625,16.625,17.09375,24.6875,10.5,12.92823,17.1875,20.28125,16,12.03125,2.5,,24.3125,-0.7
5/15/2000,9.523809,16.634241,28.1875,19.90625,4.21875,17.375,16.59375,24.90625,10.0625,13.646465,17.0625,20.34375,15.75,12.28125,2.5625,,27.5,-0.8
5/22/2000,10.827664,17.850195,31.6875,20.5,4.53125,18,16.46875,27.5,9.875,13.673569,15.5,20.65625,16.25,12.3125,2.583333,,27.4375,-0.7
5/29/2000,10.884354,17.120623,29.9375,19.78125,4.296875,18.125,16.15625,25.03125,10.1875,13.375434,15.5,20.875,15.375,12.625,2.958333,,25.25,-0.5
06-05-00,10.430839,16.731518,31.0625,19.46875,4.359375,17.625,15.96875,25.90625,10,13.605811,14.625,20.90625,16,13.3125,3.166667,,27,-0.7
06-12-00,9.46712,16.488327,30.5625,19.34375,4.703125,17.5,18.15625,25.84375,9.8125,13.355096,14.875,20.8125,15.9375,13,3.083333,,25.5,-0.6
6/19/2000,8.956916,14.396887,30,18.9375,4.578125,17.375,17.09375,24.84375,8.875,12.819818,13.3125,20,16,12.625,3.208333,,23.4375,-0.6
6/26/2000,8.900227,14.83463,29.125,19.125,4.207025,19.25,16.25,24.25,8.75,12.586037,13.0156,21.0625,15.875,13.2578,3.166667,,26.5625,-0.6
07-03-00,9.46712,16.536964,28.1875,18.96875,4.171875,18.75,16.46875,23.15625,8.875,12.806266,14,20.3125,15.625,12.65625,3.020833,,26.8125,-0.5
07-10-00,9.46712,16.342413,27.875,18.15625,4.25,18.125,16.40625,22.375,9.125,13.104402,14.5,19.84375,15.75,12.90625,3.354167,,24.5,-0.5
7/17/2000,8.730159,16.634241,27.5625,17.65625,4.0625,18,15.125,21.5625,9.4375,12.684301,13.1875,20.03125,16.0625,12.8125,3.25,,25.25,-0.5
7/24/2000,8.67347,16.050583,26.4375,17.40625,4.109375,18,14.78125,23.28125,9.5,13.280573,13.375,20.53125,16,12.34375,2.9375,,25.6875,-0.6
7/31/2000,9.013605,16.39105,26.6875,17.375,4.09375,18.5,15.40625,23.4375,9.375,13.51095,14.375,20.875,16.125,12.90625,2.916667,,26.625,-0.4
08-07-00,8.61678,15.612841,26.75,17.40625,4.203125,18.625,15.21875,23.34375,9.4375,14.290156,15.4375,21.5,16.125,12.53125,3,,31.25,-0.3
8/14/2000,8.560091,15.527704,26.0625,16.59375,4.046875,18.5,14.78125,22.25,9.625,14.35115,14.9375,21.40625,15.9375,12.78125,2.916667,,32,-0.4
8/21/2000,8.511905,14.785993,26.0625,16.15625,3.8125,19.25,14.65625,21.875,9.5,14.676388,14.75,21.375,16.125,12.625,2.916667,,32.0625,-0.5
8/28/2000,8.333333,14.202334,25.125,15.9375,3.875,19.875,14.6875,21.21875,9.3125,14.798352,14.75,21.03125,16.125,12.78125,2.958333,,29.25,-0.4
09-04-00,8.333333,14.640078,26.625,16.09375,3.953125,21.5,14.46875,22.40625,9.4375,15.299762,14.6875,21,16.25,12.78125,2.927067,,29.5,-0.5
09-11-00,8.511905,14.688716,25.125,16.40625,3.984375,22,14.125,23.40625,9.375,14.513768,14.0625,21.625,16.375,12.5,2.979167,,27.1875,-0.6
9/18/2000,8.095238,14.883268,25.5,17.21875,4.015625,23.3125,15.25,25.46875,9.5,14.02591,14.1875,22.84375,16.375,11.125,2.979167,,27.625,-0.6
9/25/2000,8.214286,15.612841,25.875,17.75,4.171875,24.3125,14.875,27.0625,10,14.540872,14.5,23.15625,16.375,11.375,2.875,,29.4375,-0.4
