0.510840352	-0.085608365
0.493568833	0.180879433
0.476860742	-0.03004745
0.460743291	0.073800785
0.445133193	0.293601105
0.430090192	-0.142684951
0.415524846	0.005037107
0.401475447	0.250944958
0.387878415	-0.375897459
0.374769826	-0.09023558
0.36207448	0.007470563
0.349835385	-0.048952859
0.337988721	0.235435517
0.326563024	0.120204633
0.315501761	-0.11082978
0.304837581	-0.354469259
0.294513462	0.175295516
0.284556196	-0.028302473
0.274919669	0.126155317
0.265626108	0.536067122
0.256629845	-0.178095304
0.24795389	0.037247649
0.239557913	-0.086245798
0.231458339	0.219959027
0.223620565	0.074549794
0.216060449	0.062387653
0.208744382	0.35208026
0.201686206	-0.090583962
0.194857621	0.127059765
0.188268933	-0.001075741
0.181894401	0.054699837
0.175743917	0.228669155
0.169794024	0.118318108
0.16405221	-0.020503065
0.158498336	0.124865478
0.153138562	0.144697506
