0.059985382	0.037738733
0.057933837	-1.064721243
0.055997266	-0.415175038
0.054082853	-0.256294324
0.052267064	-0.096910988
0.050485587	0.310564814
0.048792047	0.1865884
0.047125244	0.20198476
0.045543998	-0.276125405
0.043992546	-1.145696957
0.042512994	0.021152227
0.041064185	-0.14725358
0.0396854	-0.087825861
0.038333078	-0.000863066
0.037043376	-0.146385309
0.035783781	-0.371121646
0.034579617	0.322925365
0.033402607	-0.301071375
0.032278981	0.146651815
0.031181471	0.601733426
0.030130786	0.298774076
0.029106965	0.451805983
0.028126527	0.201256891
0.027170538	0.14350617
0.026254812	0.857429218
0.025363424	0.462850528
0.024508133	-0.22795949
0.023676023	0.166406472
0.022877731	-0.127255206
0.022101309	0.060582409
0.021355532	-0.206560415
0.020631109	-0.09800946
0.019934908	-0.397367702
0.019258606	-0.314540773
0.018608543	0.193655003
0.017977599	0.374078963
