0.184708538	0.989644085
0.178434929	0.287254424
0.172431124	1.236199929
0.166581838	0.634895993
0.160940366	0.373913265
0.155498249	0.886788586
0.150247779	0.652733663
0.145143819	-0.763146373
0.140243749	0.113091528
0.135499201	0.005174006
0.130911902	-0.296612949
0.126477684	-0.959550458
0.122209604	0.923865376
0.118066837	-0.121752334
0.114073069	0.751861609
0.110214856	-0.189568254
0.106487476	-0.330201211
0.102878409	0.401056913
0.09940241	-0.651208057
0.096037677	0.203573527
0.092787517	0.565289023
0.089647424	-0.369759939
0.086617306	0.244616267
0.083683684	-1.061339522
0.080853455	1.090340426
0.07811815	0.031596878
0.075475182	-0.040208811
0.07291998	-0.395163178
0.070454459	0.199904942
0.06806977	0.160041275
0.065766462	-0.495320391
0.063541311	-0.15753828
0.06139204	-0.604207457
0.059313888	0.394451447
0.05730757	0.294817336
0.055368629	-0.193651503
