"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0,0,0,0,0,0,0,0,0,0,0,0
"2",0.00337221470432614,0.0028997981756126,0.0194601077051675,0.00542354640780821,0.0021266661276555,0.00156321485430628,0.0173571007677414,0.00976537579663959,0.00173930132401698,0.00551593034981719,0.0020333199811799,0.00587079545238873
"3",0.0110543030714388,0.0108510100840504,0.0435490435955372,0.0127609981764336,0.00142811660074923,0.0163232882494027,0.0334815864410709,0.0100464990747467,0.0033025234998267,0.00437244311066503,0.0106261127960496,0.0140692341938659
"4",0.0146495692964684,0.015820400406302,0.0534161241551229,0.0258380651607045,0.00484624999656163,0.0359116121838547,0.0393024673817992,0.0219035086340137,0.00430508865756712,0.00370135999343242,0.0241875584582087,0.0298176193305022
"5",0.0136724914158587,0.0339760774229181,0.0485397968426977,0.0317841711499265,0.00585136483577897,0.0430819200252608,0.0620915311430422,0.0608164338307849,0.00376164605556881,0.00326128591589117,0.0320856780368048,0.0594246178745366
"6",0.0128124642602912,0.0623956645437173,0.0448193439670659,0.0475319317985724,0.0108439943160684,0.0511956985118859,0.0826558904158099,0.0801512964254084,0.00899253641794145,0.0040385339237304,0.0360820187348637,0.0994836489765154
"7",0.0126181604872766,0.116637030531054,0.0450394499320043,0.060609628644218,0.0126367202767281,0.0565501002291685,0.105038241133785,0.086572215648749,0.0136496738929805,0.00418500453241677,0.0372626471963344,0.136224897780447
"8",0.0137473291096521,0.165270828481241,0.0468727828887835,0.0811430571124341,0.0136153779436354,0.0585881863067249,0.114839549995919,0.0905476777265664,0.0153602830311582,0.00431337606197358,0.0382645106018392,0.162799221254367
"9",0.0143901582185418,0.201053998456303,0.0493633303185016,0.11022220198581,0.0135674572665182,0.0584998370946365,0.117368825157441,0.0906377366242356,0.0154288585473389,0.00508467886515161,0.0383074545503252,0.171867015310286
"10",0.0144252331837312,0.212865448352784,0.0508215152870663,0.137904930785977,0.0139452554554805,0.0573158527696654,0.116624126373013,0.0907770634933351,0.015221734357314,0.00589721738608635,0.0380829483522684,0.168490063149632
"11",0.0145752620903968,0.211988304734905,0.0520742136525307,0.164129716970043,0.0138909554140658,0.0556697231010232,0.115499636059001,0.09003161863333,0.0154406815271629,0.00622488832967923,0.0390628608936233,0.162475671450643
"12",0.0142767938001071,0.209210116866963,0.0541955986339473,0.1702704312088,0.0144428439295215,0.0542265467709076,0.111801236399379,0.0870509518070402,0.0153199534037984,0.00665383611127934,0.0396843503818511,0.15700868225274
"13",0.0140688372798341,0.208966580501372,0.0554729467254392,0.170451776972787,0.0138162036227659,0.0531899350261607,0.108833552929169,0.0840226986710194,0.0150603181677705,0.00690200224383149,0.0412042362399207,0.154302865836425
"14",0.0139576120270774,0.210863614092462,0.0562317402158401,0.166081987794316,0.0135221090092266,0.0527290749529967,0.108889936340762,0.0823624085654909,0.0149684891569674,0.00702975014863068,0.0434513166684187,0.155460340597447
"15",0.0139871246192486,0.213536946174892,0.0564342843926769,0.161572618241986,0.0134977926543278,0.0527086176114822,0.110513675741054,0.0816199263968779,0.0152831082854443,0.0072266164133831,0.0450051890654909,0.158684379908102
"16",0.0139977898089842,0.215659616861875,0.0564735171962607,0.159040061270848,0.0137147984604281,0.052751902053812,0.111381732029027,0.0815448987914415,0.0158865529281807,0.00737998603544128,0.0457350887791338,0.162077486092345
"17",0.0140027040561976,0.217162674096778,0.056442318924058,0.158986246220351,0.0140799406643466,0.0527176889234172,0.111187324019652,0.0814901620619339,0.0162103281517036,0.00739899006338355,0.0458803679289994,0.163661913862143
"18",0.0139964770240937,0.218131931153093,0.0564927284836179,0.15823930557932,0.0141179992611117,0.0526042613275652,0.111185412848256,0.0819609468090187,0.0161329671439273,0.00745288352715551,0.0458113495296748,0.163475856040182
"19",0.0139958773916017,0.218537973033965,0.056514198679688,0.158350598192645,0.0140919970349781,0.0524617434883035,0.111428899390768,0.0824649169276148,0.016032878698022,0.00754903654619878,0.0456879043694188,0.162599489087105
"20",0.0139635652309582,0.218637857335561,0.0564684164165079,0.158949615012352,0.0142727814681675,0.0523243110029188,0.111324773641496,0.0826412576064559,0.0159458620841544,0.00760665357711556,0.0456849767257459,0.161638059433689
