"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0,0,0,0,0,0,0,0,0,0,0,0
"2",0.00100104366042818,0.00193943217287572,0.000642042752850665,0.0275312192420249,0.000513252018186433,0.0120637824838953,0.00334362435205153,0.014973025813407,0.0124982539011639,0.0111034226130007,0.00527323914106607,0.00800625316275309
"3",0.0028336790941986,0.00250759527559447,0.00057075820789379,0.0481599151138389,0.00941612797917225,0.0128578482311902,0.00433521285326546,0.0258011142374955,0.020466255013004,0.010126396522197,0.006289123867524,0.0125327052716012
"4",0.0042972665711092,0.0113491406024742,0.00834374714231838,0.0435391972690416,0.0288510642760814,0.0165349435179394,0.00405981534242383,0.0270384500106209,0.0191099357972293,0.00902935415581164,0.0136653596804165,0.0132854436453532
"5",0.0121155871512203,0.0174594171405549,0.00848832050710006,0.0414664930692735,0.0627673887986799,0.0173043240276059,0.0233093558314055,0.0263830867257809,0.0198023077975567,0.00913330469948991,0.0171003026629292,0.0145626430178601
"6",0.018081136561664,0.018502412763839,0.00843919364691305,0.0470820040290868,0.083365478259331,0.0194160570877417,0.0257293225156672,0.061278411444457,0.0347019889261233,0.0387387652056957,0.0233360047821417,0.0149039817653014
"7",0.021832735362643,0.0185145771377945,0.00876838169783817,0.0622679903071691,0.082995227686746,0.0197125253181005,0.0296982981532083,0.0636784194934228,0.0410292099662708,0.0421370395284439,0.0370112784188144,0.0148939785663095
"8",0.0220343740124666,0.0183729354901245,0.0107700989600845,0.0663725625918143,0.0813620161887484,0.020167249364388,0.0347579362303192,0.063164579682188,0.041526953327875,0.0415365021014506,0.0378880088009481,0.0160971190764825
"9",0.0220690798441256,0.0180962780249762,0.012830013920365,0.0647019624529056,0.0808196376972338,0.0205804917729074,0.0344420857234361,0.0641509284762787,0.0410390191416952,0.0436282379171298,0.0374346388430452,0.0193889794606873
"10",0.021924919083061,0.0181348632676299,0.0151096671089241,0.0646863839383445,0.0802438505033474,0.0224314523759938,0.038695546047651,0.0638347717435557,0.0403774891208222,0.0434492855896297,0.0371513068327977,0.0209083685553915
"11",0.02177705609071,0.0181790495384629,0.0158810500656254,0.0656999909830686,0.0804742860411105,0.0246252582955713,0.0390359403102187,0.0635225104481717,0.0400019530775416,0.0431796409389028,0.0369225499818583,0.0209593260516015
"12",0.0226142324765516,0.0181953675054282,0.0158214872465726,0.065992260790808,0.0806936513073288,0.0246108653626234,0.038827734598149,0.06335834818583,0.0400146082669549,0.0431601392691124,0.0369003250903168,0.0209105440945446
"13",0.0237877117839405,0.018248733764962,0.0158541525509557,0.0673404069512975,0.0796125742006183,0.0245358409022845,0.0391740192795681,0.0642460454535131,0.040068978760494,0.0439954782632484,0.0367400238182233,0.0209757579474603
"14",0.0240570294509819,0.0182981236486183,0.0159629898390525,0.0674154946696695,0.0792413434606774,0.0244888781391846,0.0389747234917816,0.0677117574871498,0.0411481899906984,0.0468002761451256,0.036571437794559,0.0210725227708481
"15",0.0242771963666017,0.0182881321697496,0.0161682290241243,0.0676234096811403,0.0791488246741998,0.0245248694969806,0.0392014875794764,0.0700044084317745,0.0421908743840274,0.0487050296956974,0.0365280003365536,0.0210610312412289
"16",0.0243473714476922,0.0182966088476807,0.0162385511665255,0.0685390908635155,0.0789695442665069,0.0245319900304356,0.039391311651493,0.0707518024019298,0.0433436264692973,0.049879654375069,0.0365050674168535,0.0211075784160849
"17",0.0245321313788808,0.0183464844457024,0.0162410021700042,0.0682808657903876,0.0790257108230921,0.0246356782622689,0.0393815291116014,0.0709537925990257,0.0435517508919422,0.0499364402557453,0.0365472287895135,0.0214028643897138
"18",0.0245280888778374,0.0184237885480109,0.016289130807299,0.0686100448162956,0.0786759504423079,0.0247597123374858,0.0394779288589397,0.0720600406884435,0.0436728578698461,0.0504349454466022,0.0366167554123067,0.021709333071132
"19",0.0245225993940257,0.0184620230732486,0.0163289695510509,0.0687926473212876,0.0785222865826656,0.0248987626121439,0.0394575690875841,0.0723756269128992,0.043712953400622,0.050522248313415,0.0366146384314383,0.0219795346033195
"20",0.0245215051295276,0.0184722704495136,0.016374688391913,0.0687646488107134,0.0784599394393047,0.0249284752826689,0.0394631780191224,0.0724093847573692,0.0437053478184894,0.050519675370548,0.0366127464776888,0.0220801055689237
"21",0.0245675956899625,0.0184719745697748,0.0163970869661083,0.0687991801570321,0.0784530149274566,0.0249271980493425,0.0394542695504327,0.0724950560540879,0.043705414127937,0.0505580268565958,0.0366133556810215,0.022080383942457
"22",0.0245781282428686,0.0184791149017142,0.0163960850981489,0.0687833225757407,0.0784179588886098,0.0249395077979617,0.0394477444197867,0.0728237362361847,0.0437156445936495,0.0506295754668945,0.0366231814961819,0.0220807765872989
"23",0.0245779513885308,0.0184826673848094,0.0163951560896975,0.0686829446920951,0.0783891037843768,0.0249527129478428,0.039453524807158,0.0731147487831894,0.0437791865077791,0.0507286430389348,0.0366231330644561,0.0220885420747681
