"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0,0,0,0,0,0,0,0,0,0,0,0
"2",2.56508651806415e-05,5.18811247519687e-06,0.00173384414123127,0.00103013094647909,0.000380954297655906,0.00141482111855826,0.000145591776192007,1.34571343037559e-05,1.42788379471846e-05,0.000194854274782818,0.000191503633630743,9.77581022563879e-05
"3",0.00474236352863637,0.000268848049270034,0.00115626575855029,0.00333681863695,0.000336414936204527,0.00445386591438592,0.000125155216959084,0.000683206559167012,1.25625336825285e-05,0.00130365616650343,0.00173593596950371,0.00569431298603706
"4",0.00873248392800133,0.000349439247622595,0.000786161114242424,0.00361608363608764,0.000319622306152801,0.00977363300153258,0.000279369857634084,0.00170125222883789,0.000237722453378719,0.000879578973385007,0.00196815664086413,0.0168215279408206
"5",0.0118951041750117,0.00228272983944566,0.000675236740122854,0.00498847250366547,0.000268829423900899,0.0120012235803012,0.00124184189399718,0.00374536770826212,0.000179676692825981,0.000820293152463058,0.00373050595472887,0.0306272672953458
"6",0.0137986526140015,0.00864410982136558,0.00100627925465198,0.010046574794289,0.000229624132070347,0.0146688240089078,0.00180268609738862,0.00806858206524402,0.000639149976105983,0.000838993689148657,0.00628056053685705,0.0527122127682321
"7",0.015048092943334,0.0239166113740465,0.00166872969677014,0.0156851419099657,0.000256650105181935,0.0166262169969749,0.00237023042363456,0.0141672862843277,0.00172019413739874,0.000739634614264859,0.00726216629472403,0.0715087343782073
"8",0.0165544028183345,0.0394353131100331,0.00241976712829837,0.0215727622875404,0.000242883697676179,0.0178823781939581,0.0027658971413308,0.0223333170103089,0.00366892691886155,0.000816462088770568,0.0076026254016525,0.0854585655692843
"9",0.017980980025194,0.0533860262142399,0.0029375119040208,0.028216333641599,0.000236028667545259,0.0185748644500756,0.00311193270903977,0.0322658266897971,0.00653602773831059,0.00122001753743583,0.00774172233102853,0.0946085081897275
"10",0.0190709808257174,0.0651662496615705,0.00327507947513956,0.0346797308825808,0.000363506492729447,0.019037770341399,0.0031461572930258,0.0426632548206198,0.0102892749153219,0.00213242282284073,0.00785713683411314,0.0996407274194988
"11",0.0199447859638221,0.0754106533545239,0.00340601842920755,0.0403196338003942,0.000504285326802789,0.0191866221373157,0.00309707077966559,0.0515623615910366,0.0142783462358654,0.00346180690669727,0.00787056090673205,0.101835780126241
"12",0.0208171628429796,0.0829529067944319,0.00344468487961587,0.0449000045874188,0.000627466312974213,0.0192244665058866,0.00305601304010967,0.0588132714010267,0.0180337348565074,0.00501805684692496,0.00785165662412481,0.10272276377482
"13",0.0214236084856458,0.0881040036323978,0.00343378193042138,0.0483240706417955,0.000735269449980842,0.0191776511893891,0.0030521112471127,0.0640574337578902,0.0214017245155117,0.00672921426043037,0.00783169399362435,0.102801790386862
"14",0.0218082657619189,0.0911921497804901,0.00342354925425308,0.0504876952045112,0.000826766986548672,0.0191240846534726,0.00310319916756668,0.067206826803466,0.0241706954786996,0.00833007125488586,0.00781297833141073,0.102615292131256
"15",0.0220332475859762,0.0928242267317806,0.00343256177492119,0.0516994696880461,0.000868125486225966,0.0190996559231,0.00319617428279099,0.0688084728654504,0.0261835890175015,0.00968009849996697,0.00779880097023603,0.102454527889763
"16",0.022151088507549,0.0934512229898146,0.00346088703491337,0.0523793970812575,0.000889444347570962,0.0191095457713803,0.00329135516409132,0.0695016501409058,0.0275090470670242,0.0107223621873207,0.00779065395647803,0.102424656456725
