Date,ADM,CONAGRA,CPB,GMILLS,HORMEL,SMUCKER,MKC,HSY,TYSON,FMC,MOSAIC,SYSCO
3/17/1980,1.848521,0.486381,1.6416,1.06541,0.259766,,1.609375,0.84375,2,1.073287,,0.22005
3/18/1980,1.907607,0.482778,1.671875,1.084781,0.257813,,1.539063,0.854167,2,1.078708,,0.22005
3/19/1980,1.932929,0.482778,1.6875,1.091238,0.259766,,1.546875,0.864583,2,1.073287,,0.22005
3/20/1980,1.983573,0.482778,1.6875,1.097695,0.259766,,1.507813,0.864583,2,1.073287,,0.22005
3/21/1980,1.932929,0.461162,1.664063,1.078324,0.255859,,1.5,0.854167,1.888889,1.057025,,0.20964
3/24/1980,1.882285,0.461162,1.648438,1.091238,0.255859,,1.335938,0.84375,1.833333,1.002819,,0.20964
3/25/1980,1.806318,0.461162,1.632813,1.078324,0.253906,,1.34375,0.84375,1.833333,0.970295,,0.20964
3/26/1980,1.730351,0.454406,1.625,1.104152,0.253906,,1.320313,0.84375,1.833333,0.964874,,0.20964
3/27/1980,1.688148,0.439994,1.5791,1.078324,0.242188,,1.0625,0.854167,1.722222,0.943192,,0.20964
3/28/1980,1.848521,0.4472,1.6416,1.155809,0.248047,,1.171875,0.84375,1.777778,0.975716,,0.20964
3/31/1980,1.932929,0.450353,1.671875,1.168723,0.253906,,1.21875,0.875,1.777778,0.959454,,0.22005
4/1/1980,2.000455,0.439994,1.6416,1.207465,0.259766,,1.375,0.885417,1.777778,0.975716,,0.22005
4/2/1980,1.959305,0.4472,1.648438,1.23975,0.261719,,1.484375,0.869792,1.777778,0.991977,,0.22005
4/3/1980,1.932929,0.435942,1.6416,1.233293,0.259766,,1.484375,0.854167,1.777778,0.991977,,0.20964
4/7/1980,1.873844,0.439994,1.625,1.233293,0.25,,1.421875,0.848958,1.722222,0.975716,,0.22005
4/8/1980,1.899166,0.443147,1.648438,1.272035,0.25,,1.46875,0.84375,1.666667,0.986557,,0.20964
4/9/1980,1.882285,0.450353,1.679688,1.284949,0.25,,1.5,0.848958,1.666667,1.008239,,0.22005
4/10/1980,1.94981,0.461162,1.726563,1.291406,0.25,,1.5,0.854167,1.777778,1.051605,,0.22005
4/11/1980,1.966692,0.468367,1.734375,1.278492,0.244141,,1.484375,0.854167,1.888889,1.062446,,0.22005
4/14/1980,1.94981,0.461162,1.726563,1.226836,0.238281,,1.421875,0.859375,1.777778,1.051605,,0.22005
4/15/1980,1.94137,0.461162,1.734375,1.220379,0.246094,,1.40625,0.854167,1.666667,1.024501,,0.22005
4/16/1980,1.865403,0.457559,1.71875,1.213922,0.232422,,1.335938,0.854167,1.666667,1.002819,,0.22917
4/17/1980,1.823199,0.461162,1.7041,1.201008,0.228516,,1.609375,0.854167,1.666667,0.943192,,0.22917
4/18/1980,1.823199,0.461162,1.6875,1.207465,0.226563,,1.625,0.848958,1.666667,0.970295,,0.22917
4/21/1980,1.755673,0.454406,1.65625,1.207465,0.222656,,1.5625,0.859375,1.611111,0.948612,,0.22005
4/22/1980,1.959305,0.457559,1.7041,1.226836,0.224609,,1.625,0.84375,1.722222,0.981136,,0.22005
4/23/1980,1.858016,0.464764,1.671875,1.213922,0.230469,,1.5791,0.854167,1.888889,0.981136,,0.22005
4/24/1980,1.916047,0.461162,1.671875,1.181637,0.230469,,1.6416,0.859375,1.833333,0.986557,,0.22917
4/25/1980,1.959305,0.461162,1.7041,1.155809,0.230469,,1.609375,0.869792,1.777778,0.954033,,0.22917
4/28/1980,2.042659,0.443147,1.695313,1.17518,0.240234,,1.59375,0.895833,1.777778,0.954033,,0.22917
4/29/1980,2.042659,0.4472,1.71875,1.201008,0.234375,,1.601563,0.90625,1.777778,0.981136,,0.22917
4/30/1980,2.127066,0.443147,1.71875,1.220379,0.238281,,1.601563,0.901042,1.777778,0.986557,,0.22917
5/1/1980,2.076421,0.461162,1.7041,1.207465,0.238281,,1.664063,0.895833,1.777778,0.991977,,0.22917
5/2/1980,2.110184,0.464764,1.726563,1.201008,0.240234,,1.835938,0.895833,1.777778,0.975716,,0.22917
5/5/1980,2.194592,0.464764,1.742188,1.226836,0.240234,,1.71875,0.921875,1.722222,0.997398,,0.22917
5/6/1980,2.246289,0.468367,1.75,1.252664,0.248047,,1.671875,0.916667,1.777778,0.997398,,0.22917
5/7/1980,2.304321,0.468367,1.8291,1.291406,0.248047,,1.671875,0.916667,1.833333,1.008239,,0.22917
5/8/1980,2.278999,0.479176,1.8125,1.291406,0.246094,,1.648438,0.916667,1.833333,1.008239,,0.22917
5/9/1980,2.263171,0.482778,1.796875,1.297863,0.244141,,1.609375,0.916667,1.777778,1.019081,,0.22917
5/12/1980,2.328583,0.475573,1.796875,1.310777,0.248047,,1.5625,0.916667,1.777778,1.008239,,0.22917
5/13/1980,2.338084,0.464764,1.8125,1.330148,0.244141,,1.625,0.932292,1.833333,1.024501,,0.22917
5/14/1980,2.304321,0.47197,1.789063,1.388262,0.244141,,1.5791,0.927083,2,1.01366,,0.22917
5/15/1980,2.253677,0.468367,1.804688,1.401176,0.234375,,1.59375,0.947917,2.055556,1.024501,,0.23958
5/16/1980,2.219914,0.482778,1.8125,1.41409,0.236328,,1.609375,0.942708,2.222222,1.040763,,0.25
5/19/1980,2.246289,0.482778,1.78125,1.407633,0.236328,,1.59375,0.932292,2.166667,1.051605,,0.25
5/20/1980,2.236795,0.482778,1.78125,1.381805,0.236328,,1.59375,0.932292,2.111111,1.035343,,0.25911
5/21/1980,2.236795,0.47197,1.78125,1.362434,0.236328,,1.5625,0.947917,2.111111,0.986557,,0.25911
5/22/1980,2.304321,0.479176,1.78125,1.41409,0.234375,,1.5625,0.973958,2.111111,1.008239,,0.25911
5/23/1980,2.328583,0.49719,1.796875,1.439918,0.238281,,1.664063,0.958333,2.111111,1.040763,,0.25911
5/27/1980,2.397169,0.489984,1.78125,1.433461,0.234375,,1.601563,0.9375,2.166667,1.040763,,0.25911
5/28/1980,2.447814,0.511601,1.7666,1.427004,0.232422,,1.59375,0.927083,2.166667,1.035343,,0.26953
5/29/1980,2.311702,0.500793,1.7666,1.420547,0.230469,,1.554688,0.958333,2.222222,1.024501,,0.25911
5/30/1980,2.28744,0.500793,1.773438,1.439918,0.228516,,1.5791,0.958333,2.388889,1.019081,,0.25
6/2/1980,2.346525,0.515654,1.78125,1.452832,0.226563,,1.609375,0.96875,2.277778,1.029922,,0.25911
6/3/1980,2.354966,0.547629,1.78125,1.439918,0.226563,,1.59375,0.96875,2.277778,1.01366,,0.25
6/4/1980,2.414051,0.540424,1.78125,1.439918,0.226563,,1.609375,0.963542,2.222222,1.029922,,0.25911
6/5/1980,2.304321,0.547629,1.8125,1.446375,0.226563,,1.7041,0.958333,2.222222,1.062446,,0.25911
6/6/1980,2.354966,0.547629,1.804688,1.394719,0.230469,,1.75,0.989583,2.222222,1.040763,,0.25911
6/9/1980,2.354966,0.547629,1.804688,1.407633,0.226563,,1.65625,1.020833,2.166667,1.029922,,0.25911
6/10/1980,2.346525,0.547629,1.804688,1.381805,0.222656,,1.6875,1.03125,2.111111,1.01366,,0.25911
6/11/1980,2.354966,0.547629,1.835938,1.368891,0.212891,,1.65625,1.020833,2.111111,1.040763,,0.25911
6/12/1980,2.311702,0.576902,1.867188,1.355977,0.214844,,1.65625,1,2.111111,1.051605,,0.25911
6/13/1980,2.354966,0.573299,1.9375,1.362434,0.21875,,1.679688,0.979167,2.111111,1.051605,,0.26953
6/16/1980,2.354966,0.580055,1.914063,1.381805,0.21875,,1.6416,0.979167,2.111111,1.051605,,0.26953
6/17/1980,2.311702,0.583658,1.90625,1.420547,0.21875,,1.6416,0.973958,2.111111,1.062446,,0.26953
6/18/1980,2.246289,0.594466,1.90625,1.427004,0.21875,,1.664063,0.963542,2.111111,1.057025,,0.26953
6/19/1980,2.278999,0.583658,1.882813,1.407633,0.216797,,1.6416,0.947917,2.111111,1.035343,,0.26953
6/20/1980,2.270558,0.583658,1.875,1.381805,0.212891,,1.625,0.927083,2.277778,1.019081,,0.26953
6/23/1980,2.295881,0.591313,1.875,1.375348,0.212891,,1.632813,0.932292,2.277778,1.019081,,0.26953
6/24/1980,2.397169,0.583658,1.882813,1.439918,0.212891,,1.632813,0.958333,2.277778,1.01366,,0.26953
6/25/1980,2.40561,0.58726,1.90625,1.452832,0.214844,,1.632813,0.958333,2.277778,1.008239,,0.26953
6/26/1980,2.388729,0.591313,1.8916,1.427004,0.21875,,1.5625,0.979167,2.277778,1.01366,,0.26953
6/27/1980,2.354966,0.583658,1.875,1.427004,0.222656,,1.59375,0.96875,2.222222,1.035343,,0.26953
6/30/1980,2.263171,0.583658,1.859375,1.420547,0.21875,,1.546875,1,2.222222,1.024501,,0.26953
7/1/1980,2.295881,0.580055,1.8916,1.407633,0.21875,,1.5166,0.994792,2.222222,1.024501,,0.26953
7/2/1980,2.346525,0.598069,1.875,1.41409,0.222656,,1.5625,0.984375,2.222222,1.051605,,0.26953
7/3/1980,2.28744,0.61248,1.875,1.401176,0.226563,,1.570313,0.984375,2.333333,1.067866,,0.26953
7/7/1980,2.338084,0.608877,1.867188,1.420547,0.230469,,1.601563,1.010417,2.555556,1.067866,,0.26953
7/8/1980,2.278999,0.634547,1.875,1.375348,0.228516,,1.585938,1.03125,2.611111,1.057025,,0.26953
7/9/1980,2.28744,0.66292,1.8916,1.388262,0.228516,,1.5625,1.083333,2.611111,1.040763,,0.26953
7/10/1980,2.253677,0.680934,1.898438,1.362434,0.232422,,1.539063,1.046875,2.611111,1.057025,,0.28906
7/11/1980,2.203032,0.691742,1.90625,1.381805,0.230469,,1.539063,1.015625,2.611111,1.073287,,0.28906
7/14/1980,2.160829,0.688139,1.929688,1.394719,0.248047,,1.539063,1.036458,2.666667,1.105811,,0.29948
7/15/1980,2.263171,0.691742,1.929688,1.388262,0.251953,,1.546875,1.026042,2.666667,1.084128,,0.29948
7/16/1980,2.263171,0.680934,1.921875,1.381805,0.246094,,1.585938,1.015625,2.666667,1.09497,,0.29948
7/17/1980,2.295881,0.684537,1.929688,1.368891,0.248047,,1.625,1.005208,2.833333,1.122073,,0.28906
7/18/1980,2.263171,0.702551,1.914063,1.368891,0.244141,,1.6416,1.020833,2.833333,1.138335,,0.29948
7/21/1980,2.246289,0.695345,1.914063,1.343063,0.242188,,1.617188,1.036458,2.888889,1.138335,,0.29948
7/22/1980,2.211473,0.710206,1.90625,1.343063,0.246094,,1.632813,1.041667,2.888889,1.138335,,0.29948
7/23/1980,2.101744,0.706154,1.898438,1.330148,0.238281,,1.648438,1.0625,2.833333,1.138335,,0.29948
7/24/1980,2.093303,0.713359,1.8916,1.355977,0.238281,,1.6416,1.052083,2.888889,1.122073,,0.29948
7/25/1980,2.110184,0.706154,1.859375,1.349519,0.238281,,1.625,1.052083,3,1.09497,,0.29948
7/28/1980,2.228355,0.702551,1.851563,1.375348,0.242188,,1.632813,1.046875,2.944444,1.084128,,0.29948
7/29/1980,2.295881,0.699398,1.867188,1.394719,0.242188,,1.664063,1.046875,3,1.067866,,0.29948
7/30/1980,2.211473,0.706154,1.875,1.427004,0.242188,,1.6416,1.041667,3,1.09497,,0.29948
7/31/1980,2.186151,0.706154,1.882813,1.420547,0.240234,,1.625,1.03125,2.888889,1.09497,,0.29948
8/1/1980,2.211473,0.713359,1.875,1.446375,0.240234,,1.5791,1.026042,2.888889,1.09497,,0.29948
8/4/1980,2.101744,0.724168,1.875,1.54323,0.240234,,1.539063,1.041667,2.833333,1.10039,,0.29948
8/5/1980,2.160829,0.738579,1.898438,1.523859,0.242188,,1.546875,1.052083,2.777778,1.09497,,0.29948
8/6/1980,2.219914,0.749388,1.90625,1.517402,0.244141,,1.554688,1.0625,2.777778,1.09497,,0.3099
8/7/1980,2.278999,0.77821,1.921875,1.510945,0.246094,,1.671875,1.072917,2.777778,1.116652,,0.3099
8/8/1980,2.246289,0.796674,1.976563,1.510945,0.25,,1.679688,1.052083,2.888889,1.143755,,0.3099
8/11/1980,2.253677,0.792621,1.945313,1.530316,0.251953,,1.6875,1.0625,2.888889,1.149176,,0.3099
8/12/1980,2.178764,0.792621,1.960938,1.536773,0.251953,,1.671875,1.067708,2.888889,1.160017,,0.3099
8/13/1980,2.152388,0.796674,1.945313,1.54323,0.251953,,1.65625,1.072917,2.888889,1.149176,,0.31901
8/14/1980,2.246289,0.799375,1.945313,1.549688,0.253906,,1.648438,1.057292,3,1.160017,,0.32943
8/15/1980,2.295881,0.829099,1.945313,1.575516,0.253906,,1.632813,1.072917,3,1.160017,,0.33984
8/18/1980,2.194592,0.821444,1.9375,1.523859,0.269531,,1.632813,1.0625,3,1.143755,,0.32943
8/19/1980,2.253677,0.817841,1.9541,1.504488,0.265625,,1.632813,1.057292,2.944444,1.138335,,0.32943
8/20/1980,2.346525,0.810636,1.9375,1.485117,0.267578,,1.632813,1.057292,3.055556,1.143755,,0.32943
8/21/1980,2.363406,0.807033,1.9541,1.485117,0.265625,,1.632813,1.046875,3.277778,1.154597,,0.32943
8/22/1980,2.363406,0.810636,1.96875,1.504488,0.267578,,1.710938,1.0625,3.444444,1.170859,,0.33984
8/25/1980,2.311702,0.807033,1.9541,1.517402,0.267578,,1.710938,1.0625,3.444444,1.160017,,0.33984
8/26/1980,2.363406,0.799375,1.929688,1.498031,0.259766,,1.71875,1.0625,3.444444,1.149176,,0.33984
8/27/1980,2.328583,0.796674,1.929688,1.47866,0.255859,,1.742188,1.026042,3.5,1.132914,,0.33984
8/28/1980,2.311702,0.763799,1.914063,1.465746,0.257813,,1.867188,1.041667,3.5,1.062446,,0.33984
8/29/1980,2.328583,0.734976,1.90625,1.446375,0.257813,,2.046875,1.052083,3.5,1.084128,,0.33984
9/2/1980,2.236795,0.763799,1.8916,1.459289,0.265625,,1.367188,1.046875,3.555556,1.09497,,0.34896
9/3/1980,2.28744,0.771454,1.914063,1.472203,0.267578,,1.421875,1.046875,3.611111,1.116652,,0.35938
9/4/1980,2.270558,0.77821,1.90625,1.472203,0.267578,,1.40625,1.046875,3.5,1.111232,,0.36979
9/5/1980,2.263171,0.77821,1.90625,1.465746,0.263672,,1.382813,1.0625,3.555556,1.10039,,0.36979
9/8/1980,2.203032,0.792621,1.8916,1.459289,0.263672,,1.3125,1.0625,3.555556,1.067866,,0.35938
9/9/1980,2.219914,0.796674,1.875,1.459289,0.267578,,1.3125,1.0625,3.555556,1.067866,,0.35938
9/10/1980,2.211473,0.807033,1.921875,1.452832,0.267578,,1.3125,1.0625,3.555556,1.078708,,0.35938
9/11/1980,2.228355,0.864678,1.945313,1.433461,0.275391,,1.3291,1.0625,3.555556,1.10039,,0.35938
9/12/1980,2.40561,0.882692,1.945313,1.446375,0.28125,,1.304688,1.072917,3.555556,1.09497,,0.35938
9/15/1980,2.48263,0.886295,1.9375,1.439918,0.287109,,1.304688,1.078125,3.444444,1.09497,,0.35938
9/16/1980,2.599747,0.864678,1.945313,1.446375,0.292969,,1.320313,1.067708,3.5,1.09497,,0.35938
9/17/1980,2.615568,0.886295,1.96875,1.446375,0.304688,,1.34375,1.0625,3.5,1.122073,,0.36979
9/18/1980,2.557544,0.886295,1.96875,1.459289,0.304688,,1.3291,1.0625,3.5,1.170859,,0.37891
9/19/1980,2.565984,0.900706,1.9541,1.452832,0.300781,,1.3291,1.0625,3.5,1.187121,,0.38932
9/22/1980,2.574425,0.911515,1.945313,1.498031,0.300781,,1.320313,1.052083,3.5,1.214224,,0.38932
9/23/1980,2.48263,0.966007,1.914063,1.491574,0.296875,,1.296875,1.052083,3.666667,1.1817,,0.38932
9/24/1980,2.473136,1.009241,1.921875,1.504488,0.292969,,1.257813,1.041667,3.722222,1.1817,,0.38932
9/25/1980,2.498458,0.991226,1.921875,1.491574,0.287109,,1.2666,1.046875,3.722222,1.192541,,0.38932
9/26/1980,2.473136,0.972763,1.882813,1.433461,0.28125,,1.257813,1.046875,3.666667,1.170859,,0.38932
9/29/1980,2.338084,0.987174,1.859375,1.394719,0.277344,,1.242188,1.03125,3.611111,1.149176,,0.36979
9/30/1980,2.414051,0.993927,1.859375,1.427004,0.285156,,1.234375,1.046875,3.611111,1.149176,,0.36979
10/1/1980,2.498458,0.991226,1.867188,1.433461,0.283203,,1.21875,1.03125,3.611111,1.127494,,0.36979
10/2/1980,2.549103,0.987174,1.867188,1.407633,0.287109,,1.21875,1.041667,3.611111,1.127494,,0.36979
10/3/1980,2.549103,0.993927,1.875,1.407633,0.294922,,1.2041,1.026042,3.611111,1.160017,,0.37891
10/6/1980,2.625069,0.993927,1.882813,1.401176,0.294922,,1.1875,1.041667,3.555556,1.176279,,0.38932
10/7/1980,2.658832,0.991226,1.882813,1.401176,0.294922,,1.2041,1.052083,3.555556,1.160017,,0.38932
10/8/1980,2.786497,0.991226,1.90625,1.407633,0.296875,,1.234375,1.041667,3.555556,1.165438,,0.38932
10/9/1980,2.810766,0.991226,1.984375,1.407633,0.302734,,1.289063,1.03125,3.555556,1.149176,,0.38932
10/10/1980,2.769615,0.972763,1.984375,1.407633,0.302734,,1.296875,1.026042,3.555556,1.165438,,0.38932
10/13/1980,2.810766,0.983571,1.992188,1.41409,0.304688,,1.3125,1.036458,3.555556,1.170859,,0.38932
10/14/1980,2.726358,0.983571,1.992188,1.401176,0.304688,,1.3125,1.041667,3.555556,1.165438,,0.38932
10/15/1980,2.803378,0.972763,2.023438,1.394719,0.300781,,1.289063,1.041667,3.555556,1.192541,,0.38932
10/16/1980,2.726358,0.972763,2.0166,1.388262,0.300781,,1.25,1.036458,3.5,1.176279,,0.38932
10/17/1980,2.726358,0.958351,2.039063,1.368891,0.300781,,1.242188,1.036458,3.444444,1.170859,,0.37891
10/20/1980,2.760121,0.94394,2.023438,1.349519,0.300781,,1.242188,1.041667,3.444444,1.170859,,0.37891
10/21/1980,2.684155,0.91872,2.0166,1.343063,0.296875,,1.242188,1.03125,3.444444,1.154597,,0.36979
10/22/1980,2.667273,0.915117,2.0166,1.291406,0.298828,,1.234375,1.026042,3.444444,1.143755,,0.36979
10/23/1980,2.615568,0.915117,1.992188,1.297863,0.294922,,1.234375,1.015625,3.5,1.122073,,0.36979
10/24/1980,2.651445,0.936282,1.992188,1.284949,0.298828,,1.226563,1.005208,3.5,1.105811,,0.36979
10/27/1980,2.658832,0.936282,1.992188,1.30432,0.298828,,1.210938,1.005208,3.5,1.084128,,0.36979
10/28/1980,2.64997,0.936282,1.992188,1.291406,0.294922,,1.2041,1,3.5,1.09497,,0.36979
10/29/1980,2.606762,0.947543,2,1.310777,0.291016,,1.210938,1,3.555556,1.078708,,0.36979
10/30/1980,2.570204,0.947543,1.992188,1.30432,0.289063,,1.1875,1.010417,3.5,1.078708,,0.36979
10/31/1980,2.623381,0.940337,2.046875,1.30432,0.289063,,1.171875,1.015625,3.388889,1.084128,,0.36979
11/3/1980,2.729734,0.951595,2.039063,1.310777,0.287109,,1.179688,1.015625,3.388889,1.09497,,0.37891
11/5/1980,2.774048,0.987174,2.03125,1.330148,0.291016,,1.179688,1.005208,3.333333,1.160017,,0.40885
11/6/1980,2.712009,0.972763,1.984375,1.278492,0.289063,,1.171875,0.96875,3.333333,1.154597,,0.39974
11/7/1980,2.658832,0.954749,2.0166,1.23975,0.28125,,1.15625,0.963542,3.277778,1.176279,,0.38932
11/10/1980,2.658832,0.96916,2.007813,1.252664,0.28125,,1.1416,0.963542,3.277778,1.176279,,0.38932
11/11/1980,2.694283,0.96916,2,1.272035,0.279297,,1.1875,0.984375,3.388889,1.208803,,0.38932
11/12/1980,2.764072,0.976365,2,1.284949,0.269531,,1.2041,1,3.444444,1.214224,,0.38932
11/13/1980,2.774048,1.009241,1.976563,1.265578,0.271484,,1.210938,1.015625,3.388889,1.26843,,0.39974
11/14/1980,2.703146,1.048422,1.96875,1.265578,0.273438,,1.25,1.010417,3.444444,1.246748,,0.42969
11/17/1980,2.712009,1.041216,1.9541,1.252664,0.261719,,1.25,1.005208,3.444444,1.273851,,0.41927
11/18/1980,2.74746,1.030857,1.9375,1.278492,0.273438,,1.257813,0.979167,3.444444,1.317216,,0.42969
11/19/1980,2.8095,1.009241,1.929688,1.272035,0.271484,,1.25,0.973958,3.388889,1.311795,,0.41927
11/20/1980,2.969029,1.009241,1.8916,1.23975,0.273438,,1.25,0.973958,3.388889,1.338899,,0.40885
11/21/1980,2.871539,1.001585,1.875,1.246207,0.273438,,1.242188,0.979167,3.388889,1.328057,,0.40885
11/24/1980,2.933578,1.001585,1.867188,1.233293,0.269531,,1.2041,0.979167,3.388889,1.300954,,0.40885
11/25/1980,2.995618,0.972763,1.820313,1.278492,0.271484,,1.210938,0.979167,3.388889,1.295533,,0.42969
11/26/1980,2.898127,0.96916,1.804688,1.278492,0.259766,,1.179688,0.958333,3.444444,1.26843,,0.42969
11/28/1980,2.836088,0.993927,1.8125,1.265578,0.261719,,1.2041,0.953125,3.388889,1.225065,,0.41927
12/1/1980,2.676558,1.009241,1.78125,1.259121,0.259766,,1.171875,0.953125,3.388889,1.230486,,0.41927
12/2/1980,2.589036,1.001585,1.7666,1.265578,0.257813,,1.171875,0.953125,3.555556,1.225065,,0.41927
12/3/1980,2.596793,1.005188,1.7666,1.252664,0.259766,,1.1416,0.942708,3.611111,1.192541,,0.41927
12/4/1980,2.632244,1.015997,1.789063,1.265578,0.259766,,1.171875,0.96875,3.444444,1.203382,,0.41927
12/5/1980,2.579067,1.023652,1.742188,1.272035,0.263672,,1.132813,0.96875,3.444444,1.225065,,0.41927
12/8/1980,2.517028,1.008791,1.734375,1.265578,0.257813,,1.101563,0.932292,3.388889,1.214224,,0.39974
12/9/1980,2.525891,0.907912,1.75,1.259121,0.255859,,1.09375,0.942708,3.333333,1.214224,,0.38932
12/10/1980,2.410675,0.972763,1.726563,1.272035,0.253906,,1.054688,0.927083,3.444444,1.208803,,0.38932
12/11/1980,2.392949,0.951146,1.7041,1.246207,0.222656,,1,0.932292,3.444444,1.1817,,0.38932
12/12/1980,2.410675,1.052025,1.726563,1.252664,0.230469,,1.007813,0.932292,3.611111,1.208803,,0.38932
12/15/1980,2.401812,1.073642,1.757813,1.252664,0.234375,,1.070313,0.9375,3.611111,1.176279,,0.38932
12/16/1980,2.392949,1.073642,1.742188,1.23975,0.240234,,1.109375,0.927083,3.611111,1.170859,,0.39974
12/17/1980,2.49044,1.044819,1.78125,1.259121,0.238281,,1.1416,0.932292,3.611111,1.160017,,0.40885
12/18/1980,2.606762,1.073642,1.7666,1.330148,0.238281,,1.15625,0.927083,3.611111,1.176279,,0.40885
12/19/1980,2.543616,1.05923,1.71875,1.336605,0.236328,,1.226563,0.921875,3.611111,1.170859,,0.40885
12/22/1980,2.579067,1.088053,1.742188,1.368891,0.234375,,1.226563,0.927083,3.611111,1.192541,,0.41927
12/23/1980,2.676558,1.210549,1.734375,1.407633,0.230469,,1.195313,0.916667,3.555556,1.257589,,0.4082
12/24/1980,2.703146,1.22586,1.7666,1.407633,0.230469,,1.2041,0.932292,3.555556,1.257589,,0.41992
12/26/1980,2.685421,1.253783,1.773438,1.401176,0.238281,,1.2041,0.932292,3.583333,1.295533,,0.41992
12/29/1980,2.703146,1.253783,1.742188,1.388262,0.236328,,1.15625,0.916667,3.555556,1.300954,,0.4082
12/30/1980,2.641107,1.297017,1.8125,1.388262,0.242188,,1.15625,0.927083,3.583333,1.300954,,0.4082
12/31/1980,2.632244,1.311428,1.9375,1.394719,0.240234,,1.15625,0.979167,3.583333,1.322637,,0.4082
1/2/1981,2.596793,1.2754,2.046875,1.401176,0.244141,,1.148438,1.03125,3.583333,1.338899,,0.42969
1/5/1981,2.570204,1.2754,2.054688,1.388262,0.242188,,1.132813,1.020833,3.777778,1.447311,,0.42969
1/6/1981,2.589036,1.253783,2.0625,1.485117,0.25,,1.125,0.994792,3.777778,1.409367,,0.45898
1/7/1981,2.508165,1.152904,2.0166,1.510945,0.246094,,1.109375,0.979167,3.666667,1.376843,,0.44922
1/8/1981,2.534754,1.138493,1.96875,1.517402,0.25,,1.09375,0.979167,3.555556,1.376843,,0.44922
1/9/1981,2.534754,1.138493,2.039063,1.517402,0.25,,1.09375,0.984375,3.611111,1.360581,,0.44922
1/12/1981,2.543616,1.174521,2.046875,1.517402,0.25,,1.101563,1.020833,3.833333,1.393105,,0.44922
1/13/1981,2.525891,1.167315,2.054688,1.498031,0.25,,1.101563,1.020833,3.888889,1.393105,,0.44922
1/14/1981,2.552479,1.196138,2.03125,1.510945,0.251953,,1.109375,1.020833,3.944444,1.393105,,0.43945
1/15/1981,2.570204,1.253783,1.960938,1.530316,0.25,,1.109375,1.026042,3.944444,1.387684,,0.43945
1/16/1981,2.508165,1.304222,2,1.523859,0.25,,1.109375,1.010417,3.944444,1.376843,,0.42969
1/19/1981,2.463851,1.318634,1.992188,1.523859,0.25,,1.117188,1.015625,3.944444,1.360581,,0.44922
1/20/1981,2.419537,1.289811,1.992188,1.510945,0.25,,1.109375,0.989583,3.944444,1.322637,,0.44922
1/21/1981,2.401812,1.268194,2,1.47866,0.248047,,1.101563,0.96875,3.833333,1.311795,,0.45898
1/22/1981,2.375224,1.2754,1.96875,1.498031,0.248047,,1.101563,0.96875,3.777778,1.295533,,0.45898
1/23/1981,2.446126,1.297017,1.984375,1.510945,0.248047,,1.09375,0.979167,3.666667,1.295533,,0.45898
1/26/1981,2.472714,1.2754,1.984375,1.491574,0.251953,,1.085938,0.989583,3.666667,1.306375,,0.46875
1/27/1981,2.463851,1.232166,2.007813,1.485117,0.257813,,1.085938,1,3.666667,1.35516,,0.48828
1/28/1981,2.366361,1.217755,2.039063,1.485117,0.269531,,1.0791,0.984375,3.666667,1.35516,,0.48828
1/29/1981,2.348635,1.210549,2.054688,1.47866,0.265625,,1.0791,0.989583,3.666667,1.333478,,0.5
1/30/1981,2.215694,1.16011,2.046875,1.485117,0.261719,,1.0791,0.989583,3.666667,1.311795,,0.48828
2/2/1981,2.082752,1.203343,2.046875,1.452832,0.267578,,1.0625,0.984375,3.666667,1.290113,,0.5
2/3/1981,2.153654,1.196138,2.023438,1.452832,0.265625,,1.0625,0.984375,3.666667,1.311795,,0.5
2/4/1981,2.127066,1.203343,2.023438,1.452832,0.269531,,1.0625,0.994792,3.666667,1.328057,,0.51953
2/5/1981,2.180243,1.203343,2.039063,1.446375,0.269531,,1.0625,0.994792,3.666667,1.322637,,0.51953
2/6/1981,2.162517,1.188932,2.0625,1.433461,0.269531,,1.0791,0.984375,3.694444,1.317216,,0.51953
2/9/1981,2.118203,1.174521,2.054688,1.452832,0.265625,,1.085938,0.979167,3.666667,1.328057,,0.50977
2/10/1981,2.10934,1.152904,2.039063,1.459289,0.265625,,1.101563,0.979167,3.666667,1.306375,,0.5
2/11/1981,2.073889,1.16011,2.023438,1.452832,0.267578,,1.101563,0.984375,3.666667,1.295533,,0.5
2/12/1981,2.002987,1.16011,2.03125,1.465746,0.267578,,1.1416,0.984375,3.666667,1.279271,,0.50977
2/13/1981,1.950916,1.152904,2.0166,1.439918,0.253906,,1.15625,0.984375,3.666667,1.26843,,0.5
2/17/1981,1.994124,1.124081,2.007813,1.439918,0.238281,,1.1875,1.010417,3.666667,1.252168,,0.47852
2/18/1981,2.073889,1.088053,2.023438,1.465746,0.246094,,1.25,1.026042,3.611111,1.257589,,0.47852
2/19/1981,2.091615,1.037614,2.023438,1.439918,0.253906,,1.25,1.020833,3.611111,1.284692,,0.46875
2/20/1981,2.118203,1.052025,2.0166,1.401176,0.242188,,1.25,1.026042,3.611111,1.290113,,0.46875
2/23/1981,2.100477,1.073642,1.96875,1.407633,0.246094,,1.234375,1.036458,3.611111,1.290113,,0.46875
2/24/1981,2.127066,1.088053,1.96875,1.427004,0.255859,,1.2041,1.0625,3.611111,1.311795,,0.46875
